paper_id,model_id,doi,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_logistic_regression,class_support_vector_machine,class_k_nearest_neighbor,class_quadratic_discrimant_classifier,class_linear_discriminant_analysis,class_tree_based_models,class_naive_bayes,class_avg,class_lasso_t,class_ridge_t,class_lasso_var,class_ridge_var,class_tpa,class_hdc_mer,class_hmm,class_gradient_boostingclass,class_regre_fully_connected_neuronal_network_or_multi_layer_perceptron,class_convolutional_neuronal_network,class_recurrent_neuronal_network,class_gated_recurrent_units,class_lstm,class_cellular_neural_networks,class_adaboost_dt,class_quantum_neural_network,class_probabilistic_neural_network,class_backpropagation,class_extreme_learning_machine,class_ann,class_spiking_deep_belief_network,class_radial_basis_function,class_1r_rule,class_jrip,class_other,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_linear_regression,regre_support_vector_regression,regre_polynomial_regression,regre_ridge_regression,regre_logistic_regression,regre_knn,regre_decision_tree,regre_multilayer_regression,regre_boosted_regression_trees,regre_fully_connected_neuronal_network_or_multi_layer_perceptron,regre_convolutional_neuronal_network,regre_recurrent_neuronal_network,regre_lstm,regre_probabilistic_neural_network,regre_other,model_level_intersubject,model_level_intrasubject,n_model_input,is_physiologically_interpreted,model_interpretation,is_public_code,public_code_location,accuracy,precision,f_measure,recall_sensitivity_true_positive_rate,specificity_true_negative_rate,false_positive_rate,false_negative_rate,roc_auc,r2,r,mean_absolute_error,concordance_correlation_coefficient,spearmans_ranking_correlation,mean_square_error,root_mean_square_error,pearson_correlation_coefficient,unweighted_average_recall,matthews_correlation_coefficient,geometric_mean,metric_other,revisor,comentarios,Full_Judgement,Full_exclusion_category,Full_Evidence
17,26,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, rest",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,74.87,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,27,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, rest",-,-,-,-,x,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,99.89,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,28,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, rest",-,-,-,x,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,99.84,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,29,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, others emotions",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,70.21,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,30,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, others emotions",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,69.24,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,31,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, others emotions",-,-,-,-,x,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,99.95,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
17,32,,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017.0,categorical,x,2,"fear, others emotions",-,-,-,x,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,99.96,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
18,1,,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",2017.0,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,x,1,arousal,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.284,,,,,,,,,,,,,
18,2,,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",2017.0,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,x,1,valence,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.336,,,,,,,,,,,,,
19,1,,"Hernández-García, A., Fernández-Martínez, F., & Díaz-De-maría, F. (2017). Emotion and attention: Predicting electrodermal activity through video visual descriptors. 914–923. Scopus. https://doi.org/10.1145/3106426.3109418",2017.0,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,x,1,arousal,x,-,-,,,,,,,-,-,-,-,-,,?,?,-,x,"The relationship between visual descriptors and other kind of
subjective information like aesthetics or appeal reported deliberately by participants via a score, for instance, had been already
demonstrated in previous works [16]. However, finding some correlation with EDA has a great interest because it is a psychophysiological reaction controlled by the autonomous nervous system,
thus it is automatic and is directly related to actual emotional and
attentional activation, avoiding the implicit bias of opinions and
judgments.
Correlation between the set of visual descriptors and SCL and
SCR was not so clear as in the case of SUM. One explanation for
this is that these measures alone reflect subtleties that are more
difficult to capture by simple methods and a relatively small set of
features",-,-,-,-,-,-,-,-,-,-,0.06,-,0.93,,,,,,,,,,,,,,
20,1,,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",2017.0,dimensional,x,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,x,-,-,-,-,-,-,62.23,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
20,2,,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",2017.0,dimensional,x,2,"LV, HV",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,,-,-,,x,-,-,-,-,-,-,55.78,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
21,1,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,8,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,10,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12,,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017.0,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072",2017.0,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,,-,-,,,67.1-72.1,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
